name,auroc,auprc,hit@top1,hit@top5,hit@top10,hit@top20,hit@top50,hit@top100,prec@top1,prec@top5,prec@top10,prec@top20,prec@top50,prec@top100,recall@top1,recall@top5,recall@top10,recall@top20,recall@top50,recall@top100
d12asa_,0.9994700527868988,0.4530234315948602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.3,0.14,0.07,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.8571428571428571,1.0,1.0
d1914a1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.02,0.01,1.0,1.0,1.0,1.0,1.0,1.0
d1914a2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a04a1,0.9829912944854857,0.2655724294755917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.3,0.12,0.08,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.3157894736842105,0.3157894736842105,0.42105263157894735
d1a04a2,0.9989575964548522,0.9570351655478249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.011111111111111112,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.9222222222222223
d1a0aa_,0.9994183510251563,0.1111111111111111,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.05,0.02,0.01,0.0,0.0,1.0,1.0,1.0,1.0
d1a0ca_,0.9930956711531466,0.06731920727282678,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.05,0.04,0.05,0.0,0.1,0.1,0.1,0.2,0.5
d1a0ia1,0.9995637632688672,0.14285714285714285,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.05,0.02,0.01,0.0,0.0,1.0,1.0,1.0,1.0
d1a0ia2,0.9990181104080297,0.2539641587629204,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.2,0.2,0.12,0.06,0.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0
d1a0pa1,0.9980369347099026,0.03571428571428571,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a0pa2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a0tp_,0.9997091543663201,0.26666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.2,0.1,0.04,0.02,0.0,0.5,1.0,1.0,1.0,1.0
d1a12a_,0.9958557510542387,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0
d1a17a_,0.9968828410677125,0.8959178300199973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.32,0.16,0.058823529411764705,0.29411764705882354,0.5882352941176471,0.8823529411764706,0.9411764705882353,0.9411764705882353
