name,auroc,auprc,hit@top1,hit@top5,hit@top10,hit@top20,hit@top50,hit@top100,prec@top1,prec@top5,prec@top10,prec@top20,prec@top50,prec@top100,recall@top1,recall@top5,recall@top10,recall@top20,recall@top50,recall@top100
d12asa_,0.9980464690968037,0.5662872535643523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.5,0.25,0.12,0.06,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571
d1914a1,0.9999272938781445,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.05,0.02,0.01,0.0,1.0,1.0,1.0,1.0,1.0
d1914a2,0.99996364429579,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a04a1,0.9845162921864942,0.23199142847287904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.3,0.14,0.08,0.05263157894736842,0.10526315789473684,0.21052631578947367,0.3157894736842105,0.3684210526315789,0.42105263157894735
d1a04a2,0.9991820140667561,0.9606072464203421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84,0.011111111111111112,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.9333333333333333
d1a0aa_,0.9984731714410353,0.045454545454545456,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a0ca_,0.991887959257912,0.04396509189805047,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.1,0.4
d1a0ia1,0.9992729387814454,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.05,0.02,0.01,0.0,0.0,0.0,1.0,1.0,1.0
d1a0ia2,0.9993090406575024,0.3528654970760234,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.3,0.2,0.12,0.06,0.0,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0
d1a0pa1,0.9992729387814454,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.05,0.02,0.01,0.0,0.0,0.0,1.0,1.0,1.0
d1a0pa2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a0tp_,0.99981822147895,0.3666666666666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.2,0.1,0.04,0.02,0.0,1.0,1.0,1.0,1.0,1.0
d1a12a_,0.9975279918569143,0.02857142857142857,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a17a_,0.9950288165928768,0.8439369181173952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.7,0.32,0.16,0.058823529411764705,0.29411764705882354,0.5294117647058824,0.8235294117647058,0.9411764705882353,0.9411764705882353
d1a1ia1,0.9993528577912,0.6624501890445564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.7,0.5,0.26,0.038461538461538464,0.15384615384615385,0.19230769230769232,0.5384615384615384,0.9615384615384616,1.0
d1a1xa_,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.02,0.01,1.0,1.0,1.0,1.0,1.0,1.0
d1a26a1,0.99996364429579,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a32a_,0.9922054937328775,0.04025869301000819,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
d1a3aa_,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0
d1a3qa2,0.99996364429579,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a3wa3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3,0.15,0.06,0.03,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
d1a41a_,0.9944016286171296,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0
d1a4ia2,0.9999272780161443,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.2,0.08,0.04,0.25,0.75,1.0,1.0,1.0,1.0
d1a4pa_,0.9981639667274946,0.661939022539532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.4,0.2,0.12,0.07692307692307693,0.38461538461538464,0.5384615384615384,0.6153846153846154,0.7692307692307693,0.9230769230769231
d1a5ea_,0.999758605891549,0.8772415513548236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.75,0.38,0.19,0.05263157894736842,0.2631578947368421,0.47368421052631576,0.7894736842105263,1.0,1.0
d1a5ta1,0.9968967440056247,0.40724057064686336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.15,0.08,0.05,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334
d1a5ta2,0.9945652964714442,0.13521592354314932,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.2,0.1,0.06,0.0,0.1,0.1,0.4,0.5,0.6
