name,auroc,auprc,hit@top1,hit@top5,hit@top10,hit@top20,hit@top50,hit@top100,prec@top1,prec@top5,prec@top10,prec@top20,prec@top50,prec@top100,recall@top1,recall@top5,recall@top10,recall@top20,recall@top50,recall@top100
d12asa_,0.9998753065380939,0.8468537414965986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.6,0.35,0.14,0.07,0.14285714285714285,0.5714285714285714,0.8571428571428571,1.0,1.0,1.0
d1914a1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.02,0.01,1.0,1.0,1.0,1.0,1.0,1.0
d1914a2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a04a1,0.9876544155963584,0.31562370362096565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.6,0.3,0.16,0.09,0.05263157894736842,0.21052631578947367,0.3157894736842105,0.3157894736842105,0.42105263157894735,0.47368421052631576
d1a04a2,0.999117778590885,0.9458916752226062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81,0.011111111111111112,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.9
d1a0aa_,0.9994910571470118,0.125,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.05,0.02,0.01,0.0,0.0,1.0,1.0,1.0,1.0
d1a0ca_,0.9872899236085849,0.0714135534476486,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.2,0.1,0.04,0.05,0.0,0.1,0.2,0.2,0.2,0.5
d1a0ia1,0.9997091755125782,0.2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.05,0.02,0.01,0.0,1.0,1.0,1.0,1.0,1.0
d1a0ia2,0.9982059301282518,0.2650107744547473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.1,0.1,0.06,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,1.0
d1a0pa1,0.9973825796132034,0.02702702702702703,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a0pa2,0.9992001745073802,0.5416666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.04,0.02,0.5,0.5,0.5,0.5,1.0,1.0
d1a0tp_,0.99981822147895,0.3666666666666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.2,0.1,0.04,0.02,0.0,1.0,1.0,1.0,1.0,1.0
d1a12a_,0.9983277591973244,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a17a_,0.9981117210314028,0.8846193158379002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.32,0.16,0.058823529411764705,0.29411764705882354,0.5882352941176471,0.8235294117647058,0.9411764705882353,0.9411764705882353
d1a1ia1,0.9995573659351065,0.8063052444525001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.5,0.26,0.038461538461538464,0.19230769230769232,0.34615384615384615,0.6153846153846154,0.9615384615384616,1.0
d1a1xa_,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.02,0.01,1.0,1.0,1.0,1.0,1.0,1.0
d1a26a1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a32a_,0.9929085751691031,0.05657170620644303,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.05,0.02,0.03,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5
d1a3aa_,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0
d1a3qa2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a3wa3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3,0.15,0.06,0.03,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
d1a41a_,0.9980369347099026,0.03571428571428571,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a4ia2,0.9989637117300559,0.7663934426229508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3,0.15,0.06,0.04,0.25,0.75,0.75,0.75,0.75,1.0
d1a4pa_,0.9923927767764182,0.3922048334544148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.3,0.14,0.08,0.07692307692307693,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.5384615384615384,0.6153846153846154
d1a5ea_,0.9998582288569414,0.8853691671469972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.38,0.19,0.05263157894736842,0.2631578947368421,0.47368421052631576,0.8421052631578947,1.0,1.0
d1a5ta1,0.99661793584988,0.19137570252307,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.2,0.15,0.08,0.04,0.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666
d1a5ta2,0.9938741360494725,0.19603795467626386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.15,0.08,0.07,0.1,0.1,0.2,0.3,0.4,0.7
d1a62a1,0.9959341707486623,0.11499707056406533,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.05,0.12,0.07,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.7777777777777778
d1a62a2,0.9978915224661916,0.03333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a6ca1,0.9966530849825379,0.35209296455746614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.25,0.14,0.07,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.45454545454545453,0.6363636363636364,0.6363636363636364
d1a6ca2,0.9995879387240644,0.33333333333333337,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.2,0.15,0.06,0.03,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0
d1a6ca3,0.9812595475376447,0.024368518794138108,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.25,0.25
d1a6fa_,0.9982549261979204,0.27040816326530615,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.05,0.04,0.02,0.0,0.5,0.5,0.5,1.0,1.0
d1a6ja_,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0
d1a79a1,0.9845465784306595,0.4860319168011476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.15,0.06,0.03,0.25,0.5,0.5,0.75,0.75,0.75
d1a79a2,0.9979277248600306,0.5169491525423728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.02,0.02,0.5,0.5,0.5,0.5,0.5,1.0
d1a7ja_,0.991784208230333,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1a7sa_,0.9998557419563985,0.9628194854299731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.45,0.022222222222222223,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.9555555555555556,1.0
d1a7ta_,0.9997498701857926,0.8421977984981665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.46,0.23,0.043478260869565216,0.21739130434782608,0.34782608695652173,0.6956521739130435,1.0,1.0
d1a8da1,0.9979504717553179,0.4197390350431357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.25,0.18,0.12,0.08333333333333333,0.25,0.3333333333333333,0.4166666666666667,0.75,1.0
d1a8da2,0.99963130795646,0.8635547425589939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.95,0.62,0.34,0.029411764705882353,0.14705882352941177,0.2647058823529412,0.5588235294117647,0.9117647058823529,1.0
d1a8la1,0.9949594093136944,0.34841037810909875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.35,0.2,0.15,0.043478260869565216,0.13043478260869565,0.2608695652173913,0.30434782608695654,0.43478260869565216,0.6521739130434783
d1a8qa_,0.9998110057389917,0.9707255414416154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.88,0.01098901098901099,0.054945054945054944,0.10989010989010989,0.21978021978021978,0.5384615384615384,0.967032967032967
d1a8ra_,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.02,0.01,1.0,1.0,1.0,1.0,1.0,1.0
d1a9na_,0.9993695135554586,0.7192857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.4,0.16,0.09,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0
d1a9xa2,0.9977942602288151,0.20148148148148148,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.05,0.06,0.03,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0
d1a9xa3,0.9886063207936161,0.051514547314063734,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.0,0.0,0.08333333333333333,0.25,0.4166666666666667
d1a9xa5,0.9986432678012621,0.5704907057031856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.5,0.24,0.13,0.07142857142857142,0.2857142857142857,0.5,0.7142857142857143,0.8571428571428571,0.9285714285714286
d1a9xa6,0.9972841909891549,0.32097430042403646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.25,0.22,0.15,0.0625,0.125,0.25,0.3125,0.6875,0.9375
d1a9xb1,0.9976734041006253,0.030303030303030304,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a9xb2,0.9997002731795878,0.8631965156732959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,0.34,0.17,0.058823529411764705,0.29411764705882354,0.5882352941176471,0.7647058823529411,1.0,1.0
d1ab8a_,0.9950745725718443,0.5114269354694887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,0.35,0.14,0.07,0.1,0.4,0.4,0.7,0.7,0.7
d1abaa_,0.9991179728655117,0.7517905971820624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.75,0.66,0.41,0.023809523809523808,0.11904761904761904,0.21428571428571427,0.35714285714285715,0.7857142857142857,0.9761904761904762
d1ac0a_,0.9918799689742099,0.11550355395550632,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.05,0.04,0.02,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
d1ac5a_,0.9999757611014155,0.9166666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3,0.15,0.06,0.03,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
d1acoa1,0.9996121776226489,0.6111111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.15,0.06,0.03,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
d1acoa2,0.99996364429579,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1adza_,0.9999919168404545,0.9888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.45,0.18,0.09,0.1111111111111111,0.5555555555555556,1.0,1.0,1.0,1.0
