name,auroc,auprc,hit@top1,hit@top5,hit@top10,hit@top20,hit@top50,hit@top100,prec@top1,prec@top5,prec@top10,prec@top20,prec@top50,prec@top100,recall@top1,recall@top5,recall@top10,recall@top20,recall@top50,recall@top100
d12asa_,0.9977347354420384,0.7189586114819759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.3,0.12,0.06,0.1428571428571428,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
d1914a1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.02,0.01,1.0,1.0,1.0,1.0,1.0,1.0
d1914a2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a04a1,0.9863018422585292,0.2729105079063172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.5,0.35,0.16,0.09,0.0526315789473684,0.1578947368421052,0.2631578947368421,0.3684210526315789,0.4210526315789473,0.4736842105263157
d1a04a2,0.9991364800585438,0.939647302493687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79,0.0111111111111111,0.0555555555555555,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.8777777777777778
d1a0aa_,0.9998545877562892,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.05,0.02,0.01,0.0,1.0,1.0,1.0,1.0,1.0
d1a0ca_,0.9897344488905055,0.1356732043435571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.04,0.02,0.1,0.1,0.1,0.1,0.2,0.2
d1a0ia1,0.9981823469536136,0.0384615384615384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a0ia2,0.9946541566659391,0.2828010112492871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.06,0.04,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666
d1a0pa1,0.996510106150938,0.0204081632653061,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a0pa2,0.9995273758452702,0.5666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.1,0.04,0.02,0.5,0.5,0.5,1.0,1.0,1.0
d1a0tp_,0.9997818657747402,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.2,0.1,0.04,0.02,0.0,0.5,1.0,1.0,1.0,1.0
d1a12a_,0.9975279918569144,0.0285714285714285,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1.0,1.0
d1a17a_,0.9974266311561748,0.771776883492019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.65,0.3,0.16,0.0588235294117647,0.2941176470588235,0.5294117647058824,0.7647058823529411,0.8823529411764706,0.9411764705882352
d1a1ia1,0.999249202978535,0.6740427237245105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.6,0.48,0.26,0.0384615384615384,0.1538461538461538,0.2692307692307692,0.4615384615384615,0.9230769230769232,1.0
d1a1xa_,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.02,0.01,1.0,1.0,1.0,1.0,1.0,1.0
d1a26a1,0.99992728859158,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a32a_,0.9906538657356898,0.0266609161048297,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333
d1a3aa_,0.9990836363636364,0.3774269005847953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.1,0.05,0.2,0.2,0.4,0.8,1.0,1.0
d1a3qa2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a3wa3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3,0.15,0.06,0.03,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
d1a41a_,0.9872764286752944,0.0056818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1a4ia2,0.9996182095847574,0.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3,0.15,0.08,0.04,0.25,0.75,0.75,0.75,1.0,1.0
d1a4pa_,0.9959472924106894,0.6187739454614936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,0.18,0.11,0.0769230769230769,0.3846153846153846,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.8461538461538461
d1a5ea_,0.9996972994513074,0.8492503965701614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.38,0.19,0.0526315789473684,0.2631578947368421,0.5263157894736842,0.7368421052631579,1.0,1.0
d1a5ta1,0.9982301743157078,0.3121491176670141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.08,0.06,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0
d1a5ta2,0.9965078210258276,0.2449964809891657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.12,0.08,0.1,0.1,0.2,0.4,0.6,0.8
d1a62a1,0.9950369400391226,0.0860475844482426,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.05,0.08,0.06,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.6666666666666666
d1a62a2,0.9818961756579904,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1a6ca1,0.993689808445338,0.3295563891474402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3,0.15,0.08,0.07,0.0909090909090909,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.3636363636363636,0.6363636363636364
d1a6ca2,0.996533837502424,0.0804189435336976,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.04,0.02,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
d1a6ca3,0.9890066923692442,0.1740171940100508,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.3,0.2,0.12,0.06,0.0,0.125,0.375,0.5,0.75,0.75
d1a6fa_,0.9990547516905404,0.5357142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.04,0.02,0.5,0.5,0.5,0.5,1.0,1.0
d1a6ja_,0.9997818181818182,0.7555555555555555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.25,0.1,0.05,0.2,0.6,0.8,1.0,1.0,1.0
d1a79a1,0.9838557195840302,0.4446071153634663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.06,0.03,0.25,0.5,0.5,0.5,0.75,0.75
d1a79a2,0.99974551007053,0.6111111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.1,0.04,0.02,0.5,0.5,1.0,1.0,1.0,1.0
d1a7ja_,0.9995637632688672,0.1428571428571428,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.05,0.02,0.01,0.0,0.0,1.0,1.0,1.0,1.0
