name,auroc,auprc,hit@top1,hit@top5,hit@top10,hit@top20,hit@top50,hit@top100,prec@top1,prec@top5,prec@top10,prec@top20,prec@top50,prec@top100,recall@top1,recall@top5,recall@top10,recall@top20,recall@top50,recall@top100
d12asa_,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.35,0.14,0.07,0.14285714285714285,0.7142857142857143,1.0,1.0,1.0,1.0
d1914a1,0.9995637632688673,0.14285714285714285,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.05,0.02,0.01,0.0,0.0,1.0,1.0,1.0,1.0
d1914a2,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
d1a04a1,0.9957392024032125,0.45632312867781477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.45,0.24,0.15,0.05263157894736842,0.21052631578947367,0.2631578947368421,0.47368421052631576,0.631578947368421,0.7894736842105263
d1a04a2,0.9829820709842665,0.7080379392715679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.96,0.61,0.011111111111111112,0.05555555555555555,0.1111111111111111,0.2111111111111111,0.5333333333333333,0.6777777777777778
d1a0aa_,0.9950559837138286,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0
d1a0ca_,0.98982175336486,0.40250468982913745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.2,0.1,0.07,0.1,0.3,0.4,0.4,0.5,0.7
d1a0ia1,0.9998545877562891,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.1,0.05,0.02,0.01,0.0,1.0,1.0,1.0,1.0,1.0
d1a0ia2,0.9945571799161153,0.3455185808486542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.1,0.05,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.8333333333333334
d1a0pa1,0.9929475061800204,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0
d1a0pa2,0.9997818657747402,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.1,0.04,0.02,0.5,0.5,1.0,1.0,1.0,1.0
d1a0tp_,0.9992365302115902,0.5434782608695652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.04,0.02,0.5,0.5,0.5,0.5,1.0,1.0
d1a12a_,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.02,0.01,1.0,1.0,1.0,1.0,1.0,1.0
d1a17a_,0.9996446096272255,0.7353476279946868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.6,0.34,0.17,0.058823529411764705,0.23529411764705882,0.47058823529411764,0.7058823529411765,1.0,1.0
d1a1ia1,0.9967362741417661,0.6252783566461263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.7,0.42,0.23,0.038461538461538464,0.15384615384615385,0.2692307692307692,0.5384615384615384,0.8076923076923077,0.8846153846153846
d1a1xa_,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.02,0.01,1.0,1.0,1.0,1.0,1.0,1.0
d1a26a1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.04,0.02,0.5,1.0,1.0,1.0,1.0,1.0
